,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
2053,2053,19816,97,0.925,Male,No relevent experience,Part time course,High School,,2.0,500-999,Pvt Ltd,1.0,14,"To pursue my passion for quality orientation, operation and research in content strategy development, curriculum design, writing and proofreading, plagiarism checks and thereby ensuring excellence for test-prep, higher ed. content including social media and effectively use my experience gained in sales and marketing, customer relationship management, training and support to effectively meet organisational objectives.",2
2054,2054,7012,21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,1.0,10000+,Pvt Ltd,1.0,258," 3.9 years of experience in the field of Software Development. 
 
 Hands on experience in performing quick analysis and proof of concept on a given data. 
 
 I have been into development and reporting coordinating with multiple teams. 
 
COMPANIES 
 
CGI Nov 2016 - Present 
Virtusa Sep 2015 - July 2016 
 
TECHNOLOGIES 
 
Python, SQL, Javascript 
Machine Learning 
 
Deep Learning 
NLP 
Image Processing 
Keras, Tensor Flow 
Business Intelligence (SSRS, ETL) 
IBM BPM 
Oracle Database",2
2055,2055,23338,21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5.0, 10,Early Stage Startup,1.0,66," Around 8+ years experience of Full cycle of Recruiting for Tech clients and industry leads acting as 
Recruitment manager and Delivery manager 
 Extensive experience in managing Accounts by building a strong connections with point of contact 
for SI like NTT Data, Cognizant and HCL 
 Account management, screening resume coming from recruiter's end to end delivery starting from 
screening profile. 
 Assigning daily basis target for recruiters involved in Client coordination, Team handling, Second 
touch point, Delivery 
 Very technical software/hardware savvy and strong delivery skills. 
 Conducting initial round of technical interview for hiring new Recruiters 
 Interacting with team members solving their sourcing and hiring problem 
 Interaction with the client Recruiters. Participating in vendor calls from hiring manager 
 Strong W2/C2C Exposure VMS like IQ Navigator ,Field glass and Beeline Serving Direct clients and 
implementation partner(System integrators) requirements 
 Client experience those i Coordinated with are Cognizant -3 yrs ,HCL-2 yrs, NTT Data 1 yrs, Dell 4 
yrs, Intel 3 yrs, VMware 2 years Jcpenny and Wal-Mart 1.5 yrs Huawei 1 yrs coordinated with 
coordinators of Kelly, Cognizant, Workforce Logic, Beeline, Tiffany, HCL) 
 Strong final grilling of consultant before presenting to client. 
 Certified in PL/SQL and Python good knowledge of .Net and Machine learning, Data Analytics, BI, 
Java 
 Excellent people management skills and knowledge of operations, recruiting, along with a 
demonstrated talent in maintaining relationship with Client and maintaining perfect client 
relations. 
 Team player with result oriented approach and ability to assimilate emerging technologies. 
 Well versed in C2C about H1b visa, EAD,OPT/CPT and L2 Ead,H4 Ead 
 Possess strong communication, interpersonal and relationship management skills. 
 
Proficiency: 
Amcat Certified 
Domain-Financial, Healthcare, Semiconductor, Pharma, Retails, Ecommerce, Telecom, Banking, 
Insurance Etc 
Skills: Full Life Cycle Recruitment, Delivery ,Managing Team, Negotiation, Convincing ability, 
Recruiting , internet Recruiting, Screening, Technical Recruiting, Customer Service, Microsoft Office, 
Vendor Management, benefits Negotiation, CRM, Oracle 
Domain-Financial, Healthcare, Semiconductor, Pharma, Retails, Ecommerce, Telecom, Banking, 
Insurance Etc 
 
Skills: Full Life Cycle Recruitment, Managing Team, Negotiation, Good Convincing Power, Recruiting , 
internet Recruiting, Screening, Technical Recruiting, Customer Service, Microsoft Office, Vendor 
Management, benefits Negotiation, CRM, Oracle",2
2056,2056,30621,160,0.92,Male,No relevent experience,Full time course,Masters,STEM,8.0,,,1.0,106,"A seasoned technical professional with 15 years of experience in Software Development and Testing, Quality Assurance, Automation, Project/ Program Management, IT Operations, Technical Support, and Stakeholders' Management. Hands-on experience in Scrum Model as Scrum Master and Developer. Well versed with Machine Learning & IoT. Proficient in all types of testing like functional, regression, and system testing etc. Effective communicator with outstanding analytical and problem solving, training & mentoring, and people management skills.",2
2057,2057,11855,175,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,5.0,5000-9999,Pvt Ltd,4.0,26,NONE,2
2058,2058,14062,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,50-99,Pvt Ltd,1.0,46,NONE,2
2059,2059,952,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,10000+,Pvt Ltd,1.0,96," Overall 13+ years of Professional IT Industry Experience in Mule ESB, JAVA, J2EE Technologies. 
 Having 2.5 years of experience on Mule ESB. 
 Developing applications using Mule Connectors like HTTPS, FILE, VM, SFTP, FTP, ActiveMQ, AnypointMQ, JMS, Web service Consumer, Transformations using DWL, Mule expression language (MEL), development of API using RAML and consumed SOAP web services. 
 User level skills on Anypoint Platform Design Center, Exchange, Runtime Manager and API Manager. 
 Experience with API-Led Connectivity Architecture, Web Service, protocols and technologies, including TLS/SSL, O-Auth2.0. 
 Involved in MUnit Test Cases creation for the flows. 
 Having good experience in integration using Mule ESB in integrating various third-party solutions. 
 Experience in testing services by using SOAP UI and Postman. 
 Basic knowledge in Mule application deployments in On-Premise and Cloud hub. 
 Having good working knowledge on Maven, GIT, and Jenkins. 
 Good working experience in Amazon Alexa skill, Spring MVC, Hibernate, Servlets, JSP, Core JAVA. 
 Knowledge in using Amazon, Azure, Google cloud technologies, JBoss, Tomcat, BEA Web logic and SAP-J2EE Server. 
 Well-acquainted with the Software Development Life Cycle (SDLC) and in Agile (SCRUM) methodology. 
 Knowledge in SQL, PL/SQL in Oracle 10g. 
 Willing to learn and adapt to new technologies.",2
2060,2060,28695,21,0.624,Male,No relevent experience,Full time course,Masters,STEM,1.0,100-500,Pvt Ltd,3.0,72,NONE,2
2061,2061,25255,71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,100-500,Pvt Ltd,3.0,18,"A graduate in B. Sc Maths (Hons) and certification in Software Development with three years of hands-on Customer Experience Analyst experience. Passionate about working with large amounts of data and to turn this data into information, information into insight and insight into business decisions. I also have a keen interest in the field of Artificial Intelligence and Machine Learning, Quantum Computing Analyst, Augmented Reality (AR) /Virtual Reality (VR) Software 
Engineer, Blockchain Developer, Data Scientist, Software Engineer.",2
2062,2062,14684,16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,12.0,1000-4999,Pvt Ltd,1.0,18,NONE,2
2063,2063,2599,23,0.899,,Has relevent experience,no_enrollment,,,20.0,,Pvt Ltd,0.0,34,"Business development manager with 9.7 years of little experience, confident outlook and having an impressive 
track record of spotting business opportunities. Would like to take my career to the next level to be a business 
developer and a speaker well known for his techniques to enhance the productivity in a dynamic environment- 
above all, a good human being.",2
2064,2064,27764,152,0.698,Male,No relevent experience,Part time course,Graduate,STEM,13.0,,,2.0,71,"To give my best in my professional pursuit for overall benefit and growth of the company that I serve 
by facing the challenges and seeking an employment in professional work driven organization which 
would enable me to learn and grow while fulfilling organizational goals.",2
2065,2065,22708,21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7.0,500-999,Pvt Ltd,1.0,25," Working as a Python Developer with 2.6 years of experience. 
 Experienced on various models, views and templates of Django 2.1 framework 
 Good knowledge on python various built-in functions, built-in modules, built-in exceptions. 
 Well versed with Object oriented system concepts, packages & Regular expressions. 
 Created database objects like tables, views, sequences and indexes 
 Excellent work ethics, self-motivated, quick learner and team oriented. 
 Continually provided value-added services to the clients through thoughtful experience, productive 
coding habits, and very good Communication skills. 
 Result oriented and committed to meet the goal. Experienced in working in tight schedules 
meeting deadlines.",2
2066,2066,13605,116,0.743,Male,Has relevent experience,,Masters,STEM,9.0,1000-4999,,2.0,66,"Mumbai/Navi Mumbai 
 
Sr. Business Analyst with 5+ years of experience in Business Intelligence, Research & SKILLS 
Advisory Services in power, energy, consumer, IT and industrial sector. 
 Business Analysis and Intelligence 
 Management Consulting 
JOB RESPONSIBILITIES  Data Collection, Analysis and 
Forecasting 
 Creation and delivery of customized reports and dashboards by accurate data  Microsoft Power BI 
collection, organization and analysis, with visualization through Power BI, MS  Report Writing and Data 
Office Suite and other reporting packages. Visualization 
 Provide insight driven solutions for key clients based on competitive  Business Models and Strategic 
landscape, benchmarking, market sizing, market assessments, business model Planning 
analysis, market trends, market forecast, regulatory and compliance scenario,  Requirements Analysis and 
route-to-market, investments, M&As and partnership identification. Gathering 
 Quantitative & Qualitative 
 Making sound recommendations and extracting strategic insights by 
Research 
leveraging data analysis tools and techniques. 
 Primary and Secondary Research 
 Understanding client business to extend support in their strategic decision  Microsoft Office Suite (Word, 
ensuring sustainable relationship. Helping them adapt to changing market Excel, PowerPoint, Outlook, 
dynamics including Artificial Intelligence, Cloud, Software Solutions, and ""as-a- SharePoint, Teams) 
service' models. 
 Worked extensively on projects focused on implementation of transforming 
conventional business models into sustainable businesses. EDUCATIONAL BACKGROUND 
 B. Tech (Power Systems",2
2067,2067,3445,160,0.92,,Has relevent experience,no_enrollment,,,18.0,100-500,Pvt Ltd,4.0,64,To create and innovate the problem solving applications throughout various domains. To connect and build teams to achieve fast and efficient development. To share and gain knowledge and experience in software development.,1
2068,2068,12029,19,0.682,Male,Has relevent experience,no_enrollment,Graduate,Arts,9.0,10/49,Funded Startup,1.0,42,"Personal info 
 
Passionate to learn and explore the new trends in Artificial Intelligence. Exploring and 
Phone: 
seeking for the challenging role in the field of Data Science. In verge of completing Post 
9789892259 
Graduate Program in Artificial Intelligence and Machine Learning with 11+ years of 
progressive and cumulative experience in software programming and web designing. Email: 
Applied Deep learning concepts in Hand Sign Language video to predict the sentence aiml.suresh@gmail.com 
which will be useful for the hearing impaired. Wide experience in web applications 
designing using .NET & SharePoint. Address: 
Madipakkam, Chennai, (IN) 
AI&ML ePortfolio: 
https://eportfolio.greatlearning.in/suresh-kumar-ramasamy 
Skills 
LinkedIn Profile: 
https://www.linkedin.com/in/sureshkumar-ramasamy-a2890466/ Python 
Packages(Numpy, Pandas, Scikit, SkLearn, Ma 
 
 Capstone Project 
Angular / SharePoint 
/HTML/CSS3/JQuery/REST API 
Title: Hand Sign Language(HSL) Video - Sentence Prediction(Deep Learning) 
Duration: Aug 2019 to Feb 2020 
Implementing the Deep learning concepts in Hand Sign Language video and predicting 
the sentence based on NLP. Analyzed various research papers and come up with the new .NET / SQL 
idea of predicting sentence from HSL video.Using OpenCV & Caffe framework pre- 
processed the images.From the extracted Hand gesture, planning to predict the word by 
training the model using R-CNN and by using NLP concepts planning to predict the Keras / OpenCV 
sentence. 
Skills: Python, Neural Network, Keras, OpenCV, Caffe & NLP 
 
Azure / MongoDB / Qlikview",2
2069,2069,28494,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,,,3.0,12,"Passionate Mobile Application developer with 3 overall years of experience in Software 
Development, Application Maintenance & Support and Project Execution (End to End 
Implementation). 
 Sound knowledge and hands-on experience in the use of core Java and Android 
Framework 
 Strong background knowledge in Data Structures and Algorithms. 
 Experienced in working directly with clients, business managers and handling technical 
teams for executing the concurrent project. 
 Experienced with offline storage and web service integration & Location API 
 Involved in creating POC's and other documentation for the project. 
 Hands-on experience in Web Service (REST, SOAP), Programming Language (C, C++, Java, 
Data Structures), Tools like Eclipse, Android Studio, Tortoise SVN, Git and worked with 
databases like SQLite and My SQL.",2
2070,2070,26151,75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,Arts,15.0,100-500,Pvt Ltd,1.0,54,"Looking for a challenging career which demands the best of my professional ability in terms of, 
technical and analytical skills, and helps me in broadening and enhancing my skill and knowledge. 
 
 Fast Learner  Enthusiast  Adaptive  Self- Motivated  Team Player  Confident",2
2071,2071,30903,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,20.0,50-99,Pvt Ltd,4.0,44,"Result-oriented, creative and strategic thought leader with 19 years of experience (over 16 years with Accenture) with Fortune 100 Media, Hi-Tech, Telecommunications, Consumer goods clients with expertise in Intelligent Automation, Artificial Intelligence, Innovation & Thought Leader, Strategic, Program/Portfolio Management, Multi-Geo Delivery Management, Digital Transformation including 8+years of International (USA and EALA) exposure. Currently Vice President Technology - Accenture Technology Center (India) 
 
 Expertise playing end to end account lead role - managing customer relationship, delivering programs, managing financials & people and bringing Innovation / Thought leadership for a large account (200+ people team) 
 
 Hands-on experience in managing end to end cycle of Delivery management -Project initiation, Budgeting, Allocation, Project execution, Risk Management, Q&P strategy formulation, Project closure pre-sales, solution shaping, RFP responses for prospective opportunities. service delivery mobilization and contract renewals, working from offshore and onshore 
 
 My experience and exposure working in multi-facet roles at client locations and delivery centers helped in playing a key role in driving automation and Artificial Intelligence (Machine Learning) led innovation, implementing DevOps, NextGen Testing, Test Automation (Node JS, Selenium, Sikuli and Protractor) developing cutting edge Solutions, successfully running operational efficiency in production support & presenting various thought leadership ideas to client leadership 
 
 Strong proponent of creating an environment that motivates upskilling team members and high performing team 
 
 Recently won prestigious Summit award for Delivery Excellence driving project delivery and growth 
 
 Top 10 Strengths as per Gallup Strengths Finder - Ideation, Achiever, Strategic, Relator, Significance, Individualization, Input, Learner, Self-Assurance and Competition 
 
Roles at Accenture 
 
India Delivery Manager for The Walt Disney Parks and Resorts client based in Orlando, Florida (Current role) 
As India Delivery Manager for Accenture Technology Center, responsible for delivery for all of testing services (includes Digital Testing for Web/Mobile Apps, Desktop applications, Legacy applications, Point of Sale Applications and client applications) from India working with client in a Capacity Services model within very stringent SLA's with an annual revenue of $62 M and growing. 
 
Some of my key achievements included: 
 Developed an Artificial Intelligence based solution for Quality Engineering 
 Expanding my existing trust-based relationship with Client leadership grew the team from 100 to 200 FTE's (still growing), recognized by Accenture India leadership team as fastest growing account within Testing practice. 
 Machine Learning test innovation, resulting in more accurate test strategy 
 Automation led Innovation - Test Automation using frameworks like Selenium, Appium, Cucumber/BDD/NodeJS, Sikuli and Protractor. 90% of release execution automated and 65% of defects identified via automation. This resulted in 3.5 days reduction in overall release cycle directly attributing to much improved Time to Market for client's key initiatives 
 Out of the box approach in staffing best talent with a combination of external diversity hiring, internal team referrals, alumni hiring and cross-training functional testers on automation 
 Continuously challenging team to innovate to drive efficiencies building custom solutions/leverage RBT tools like Hexawise. Client recognized these innovations and recommended them as guidelines across all vendors 
 Highest Client satisfaction scores in a very challenging multi-vendor environment 
 Received multiple client leadership and Accenture leadership recognitions for delivery excellence 
 
Digital Portfolio Manager (Glendale, CA) for largest Parks and Resorts client based in Orlando, Florida 
Duration: From May 2015 to Nov 2017 
 
Digital Portfolio Manager, responsible for delivery for all Digital testing services (critical commerce and guest experience, high availability requirement applications with high media visibility) from Glendale, CA (USA) working with multivendor development teams in 2-week Agile sprint model, with testing teams based in India, Mexico, Costa Rica and USA. 
 
Some of the key achievements include: 
 
 With a focused automation effort, drove automation from 10% to 80% automation by 2017, this reduced release execution effort by 4 business days 
 Quality Engineering point of contact for senior leadership stakeholders and cross-functional teams 
 Instrumental in launch of the first park in Shanghai, delivered with 0 post production issues and as a resulting in a win of $450K sustainment effort 
 Partnered with Development, Performance, Security and Release Management to complete overall test engineering initiatives and resolve impediments for releases/projects 
 Implemented Auto-Trigger (CICD) for critical applications/services 
 
Portfolio/Program Management roles while in Los Angeles, CA (2012 - 2015) 
 NestlÃ© North America - 
â¦ Program Manage Security testing using HPFoD for 140 brands across 40 digital studios. 
â¦ Deliver and manage consumer marketing tool that was used by agencies to drive digital campaigns for these brands. 
â¦ Defined and implemented a Data Archival process to retire consumer information in compliance with Nestle's security guidelines 
 Warner Bros, Los Angeles- 
â¦ Responsible for 24x7, L2 support for studio's critical high availability online streaming applications directly impacting Warner Bro's bottom-line 
â¦ Lead several critical P1 incidents coordinating with various stakeholders and providing periodic updates to client's executive leadership via calls/emails 
â¦ Received recognition from Warner Bro's CTO for support anti-piracy campaign for Dark Night rises release 
â¦ Delivered multiple minor enhancements for applications supporting Digital finger printing and media encoding 
 
Sales Support Team - Bid Management, Knowledge Management 
Clients: Supporting RFP responses for all Communications Clients in UKI/EALA 
Role: Bid Management, Knowledge Manager 
 
As a part of Sales Support team for the communications vertical, I was responsible for supporting on RFP response activities and performing the role of a Knowledge Manager preparing a repository of reusable RFP components/Sales Collaterals. 
Some of my responsibilities included: 
 Supporting RFP response activities, working with solution architects, market makers, project leads (for case studies) 
 Strategize and setup of offshore sales team 
 Define key processes to enable effective offshore support in Sales process 
 Work jointly with Market Maker team and EALA sales leads in enriching sales pipeline and opportunity qualification 
 Provide offshore point of view in proposals/ sales campaigns 
 Assist in growing of key accounts within the region 
 Assist solution shaping and solution reviews/ NBM for opportunities 
 Defined and Implemented a Knowledge Management approach for the team, to reduce effort/time in RFP consolidation 
 
Service Transition - Unit Operations/Service Management/Service Readiness Lead/Service Manager 
Clients: Large energy client based out of Canada 
Large Health Insurance client based out of Pittsburgh, US 
Large North American natural resources client 
Major Nordic Insurance client 
Global Power Company with generation & distribution businesses across five continents based out of Virginia, US 
Major Pharma client based out of New Jersey, US 
Large Hotel major based out of New York, US 
Educational Services client based out of New Jersey, US 
 
Duration: From Aug 2008 till Jan 2011. 
Role: Unit Operations Lead, Service Management Lead, Service Readiness Lead 
 
As a part of Application Outsourcing Service Transition team, I was responsible for planning, managing and execution of successful transition from Client enabling the delivery team to deliver services from delivery center (s) 
Some of my responsibilities included: 
 Preparing Transition RFP's 
 Implementing Client Data Protection 
 Preparing Unit Operation/Service Management work plan for project 
 Accessing existing client organization/processes 
 Defining Organizational design for the new Unit 
 Defining the Operating Model 
 Prepare Business Continuity Plan and define Risk Management Processes 
 Analyze gaps in the existing client processes and define processes in consultation with the client/delivery team to deliver effectively meeting client SLA's. ex: Problem Management, Release Management, Change Management, Escalation processes etc 
 Define Quality Management Plan in guidelines with the organizational goals 
 Define Service Level Agreement Reporting guidelines 
 Enable Service Readiness (dry run prior to actual go live) 
 Define the Governance Model, reporting guidelines/templates 
 Define SDLC specific processes/deliverables 
 Deploy organization specific tools for project tracking and reporting. 
 Service Transition status reporting 
 Senior Client stakeholder management 
 Providing timely feedbacks to team members 
 
AO Managed Delivery - Siebel Offshore Team Manager/Team Lead (Project Manager/Program Manager) 
Clients: Major US Satellite Radio provider (Team Size: ~40) 
Major Norwegian Telecom Major (Team Size: 10) 
Duration: September 2004 TO August 2008. 
Software: Siebel 7.5 eCommunications 
 
Some of my responsibilities included: 
 Study of the client's existing systems and associated business processes 
 Setting up processes for Siebel release management cycle 
 Managing Major/Minor release/Initiatives, handling parallel releases. 
 Interacting with the client, reporting any issues, identifying risks and resolving issues. 
 Project reporting using metrics, report on budget v/s earned v/s burned every week. 
 Worked at onshore interfacing Client team at client location 
 Managing Tier 2 Problem Management/Triage team 
 Knowledge Transfer of the Order Management application. 
 Identifying Team's training needs in building team competency 
 Development of pieces of code, Design documents, UTC, Test cases/scripts for releases 
 Working on Product Configuration. 
 Maintain/Develop competencies required for the team. 
 Ensuring all the deliverables are delivered with Quality and meet deadlines 
 Review of Design documents/deliverables from IDC. 
 Participate in review of deliverables with client. 
 Designing of the templates to be used in the project. 
 Identifying gaps in current processes and fine tuning them as a part of continuous improvement, using Casual Analysis and reporting technique 
 Report status of project to project stakeholders 
 Project/Task allocation to team and monitoring/tracking the same. 
 Ensure quality standards are met for the project 
 Participate in Quality audits for the team 
 Compliance to CMM, participate in CMMi audits & project specific quality goals 
 Ensure Optimal task & resource utilization 
 Made client presentations (show casing the project to prospective clients) 
 Providing timely feedbacks to team members - Performance Management 
 Mentoring and growth of team members 
 Ensuring Zero slippage of tasks for the teams 
 
AO Managed Delivery - Order Management Team Lead 
Client: US Telecom major 
Duration: August 2003 TO July 2004. 
Software: Cold Fusion, Crystal Reports 
Team Size: 8 
 
The project involves the development, testing and maintenance of a variety of applications that are used by the telecom major for marketing and sales order management, billing and reporting and customer care. 
 
Some of my Responsibilities included: 
 Study of the client's existing systems and associated business processes 
 Knowledge Transfer of the entire CMS (Cold Fusion) application from the Client (Onsite) and HPS team to Accenture IDC. 
 Preparation of KT documents. 
 Designing of the templates to be used in the project. 
 Development and Maintenance of Circuit Management Systems, WebOM (Order Management System) and Reporting Applications 
 Development of Reports 
 Project/Task allocation to team and monitoring/tracking the same. 
 Ensure quality standards are met for the project 
 Participate in Quality audits for the team 
 Preparation of test cases & unit testing 
 
Projects done at Vistara Informatics 
 
Topline 
Client: Anrosand Inc, USA 
Duration: From May 2003 to Aug 2003 
Software: Cold Fusion Mx, Cold Fusion Server 5.0, Cold Fusion Studio, SQL Server 7.0, NT, IIS 
Team Size: 6 
Role: Team Lead/ Developer 
 
The project involves development of custom web based CRM application (Inventory & Order Management System) for the client. The project currently involves modification to the existing system and debugging the existing system in the first phase of development. This web application is currently synchronized to a HP 3000 system, which the client has been using for his order processing. The company is the world's largest provider of dummy components and practice PC boards. This site is backed by a very efficient site administrator module. 
 
Responsibilities: 
 Study of the client's existing systems and associated business processes 
 Development, Design 
 Preparation of test cases 
 Unit testing and System testing 
 Training and mentoring the team members in Cold Fusion 
 
Major Projects done at Reubro International 
Charles Tenant 
Clients: Charles Tenant, Canada. 
Vintagearte.com/Flavia.com, Australia. 
Fxdigital.com, Australia 
Software: Cold Fusion Server 5.0, Cold Fusion Studio, SQL Server 7.0, NT, IIS 
Team Size: 8~10 
Role: Web Developer/Lead 
 
This project involves development of web based e-commerce application for the client. It involves development of a web application based on the existing Unix based intranet application (Providex) that the client has been using. The project involves synchronizing the existing Unix based system and the web based system, ecommerce module including - customer management, order processing, warehouse management, product management, complete inventory management. The site is backed by a very efficient site administrator module. 
 
Emerchant2000 
Client: Australian Business Web, Australia. 
Software: Cold Fusion Server 5.0, Cold Fusion Studio, SQL Server 2000, NT, IIS 
Team Size: 6 
Role: Web Developer 
 
The project involved the modification of emerchant2000 application. The shopping cart application was highly scalable, which enables the site administrator to completely manage the sites, which include discounts for products, member discounts, product categories, product management, order tracking, reports, setting shipping/freight charges etc. The application has been made compatible to work with MS Access, SQL Server, MY Sql databases, where site administrator can select the database type and set data source information's. All these information's being stored in WDDX packets. The application has been developed using Fusebox coding methodology. 
 
Projects done at Care Connections 
 
NRI Service Portal 
Client: iCareindia.com, India. 
Duration: 6 months 
Software: Cold Fusion, JavaScript, MS Access, NT, IIS, Adobe Photoshop, and Microsoft FrontPage 
Team Size: 8 
Role: As a Programmer of a team of '5' was responsible for design, coding and database design 
 
The site is aimed at promoting a range of Services Company provides to the Nri's. The site also had a real estate program where users can register and post their house/flat/land for sale/rent for a fixed registration fees. Users can also search for similar postings. The Site also had other service pages developed in HTML, JavaScript etc. 
 
Personal Initiative 
 
Project: www.olympics-records.com 
Software: Cold Fusion, JavaScript, MS Access, NT, IIS, Adobe Photoshop, and Microsoft FrontPage 
This portal was developed in 2000, prior to the Sydney 2000 Olympics. This portal provides all the records for all the events from 1896 Olympics. This idea behind this portal was to provide a single source of results for all the Olympic events. This site was initially developed in Cold Fusion and MS Access. Later on, with the high running costs to maintain a cold fusion server, this portal was outsourced to a third party vendor for maintenance.",2
2072,2072,23078,103,0.92,,No relevent experience,Full time course,Graduate,STEM,3.0,100-500,Pvt Ltd,1.0,57,NONE,2
2073,2073,3520,116,0.743,Male,Has relevent experience,no_enrollment,Masters,Business Degree,7.0,50-99,Pvt Ltd,4.0,112,"A challenging position that seeks an ambitious and career conscious person, where acquired technical skills will 
be utilized towards diverse job responsibilities, continued growth and contribution to the institution success. 
 
OUTLINE 
 12 years of experience in education field in Information Technology domain 
 Key areas: Academic/corporate knowledge transfers, Mentoring team, supporting institution level events 
/seminars, preparing and streamlining process flow for faculties 
 Demonstrative excellence in academic knowledge transfer. 
 Authored one of the books ""Fundamentals of Operating Systems"" (Dotcom publications) 
 Attended various UGC, national seminars/workshops of IT field. 
 Areas of interest: Database Management System 
 Networking Application 
 Operating System 
 Cloud Computing 
 Artificial Intelligence",2
2074,2074,23948,103,0.92,Male,No relevent experience,no_enrollment,,,3.0,,,,13,Highly motivated and passionate developer with a successful record of extracting deeply hidden information from data. Creative problem solver with an ability to restructure or create a proper flow even the most bizarre or unstructured processes.,2
2075,2075,20536,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,10/49,Pvt Ltd,1.0,86,NONE,2
2076,2076,12472,50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,,,1.0,29,"EXECUTIVE SUMMARY 
 IT consultant with more than 13 years' of development experience in 
PROJECT MANAGEMENT 
building and customizing CRM applications. 
CONSULTANT 
 Involved in all phases of SDLC such as requirements gathering and 
Passionate about leveraging digital 
Analysis, design and development & quality analysis. 
technologies to design, build and 
 Drove continuous improvements in the delivery of IT services, establish 
maintaining CRM applications. A 
both performance targets and stretch goals Implemented quality 
unique blend of strategic, technical, 
control processes, Automation testing tools to improve quality of 
managerial and leadership skills 
deliverables there by reducing major issues in production system. 
that helps in delivering proven 
 Certified Salesforce Admin & Sales Consultant. 
business results. 
 Strong analytical, problem solving abilities in managing Global 
project activities. 
 Good experience in configuring and customizing Salesforce CRM 
system. 
KEY IMPACT AREAS  Good Knowledge in Data Analytics, Machine learning and Artificial 
Intelligence. 
 Requirement Analysis 
 Alignment with business and IT across locations managing complex 
 Business Process Improvement 
processes. 
 Support Management 
 Extensive experience in implementing Scrum Agile project 
 Customer Relationship Management methodology. Good at Sprint planning, managing backlogs and time 
 Project planning and execution boxed agile project execution. 
 Manage Global Projects  Experience working in Global Locations & stringent client environment 
 Leadership and Team  Strong track record and positive reputation to influence others and 
Management move towards a common project goal working in the business area. 
 Good experience in resource management, change management, 
 Stakeholder Management 
quality management, maintaining project documentations, 
 Communication Skills 
implementing data privacy guide lines in a validated system. 
 Design and Development 
 Vendor Management",2
2077,2077,12756,136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,100-500,Pvt Ltd,4.0,21,Looking for opportunities to work.,2
2078,2078,634,160,0.92,Female,No relevent experience,Part time course,High School,,1.0,10000+,Pvt Ltd,1.0,57," Technically inclined professional with 5+ years' experience in end-to-end project planning & implementation, scheduling, risk assessment, coordination, monitoring & reviewing coupled with structured inputs for optimal resource utilization, cost rationalization & continuous improvement & to ensure project accomplishment within defined time/cost parameters. 
 Deft in needs assessment, business process understanding, requirement mapping, functional documentation, procedure development, training, business process re-engineering, and final project execution and documentation. 
 Enriched with the latest trends and techniques and a wide range of skills in Project Coordination, Quality Initiatives, Technology, Critical Thinking, Troubleshooting, Problem Analysis, and Resolution. 
 Adept at mapping client's needs and conducting a gap analysis to devise cost-effective end-to-end solutions to maximize value perception for the customer. Possess comprehensive knowledge of every aspect of Process Management, Quality Assurance & Strategic Management. 
 Proficient in Data Analytics, SDLC, Project Management tools like Gantt Chart, Pert & Cert, ISM, JIRA,Technology Forecasting and Assessment, Systems Analysis and Design, Systems Engineering, Modelling and Simulation & Project Management 
 Hands on experience in streamlining process flows, improving efficiencies & achieving SLA quality & delivery by timelines; implementing process improvement strategies & methodologies for various projects. 
 Adept in Data Analysis, Testing System Support, Agile Methodology, Requirement Analysis, Data Visualization, Excel Report, Analytics, Data InSights. Beginner level proficiency in Data Analysis tools like R, Python & SPSS 
 Possess knowledge of Building Prototype Dashboards to Provide Insights, Requirement Gathering, Requirement Analysis, Requirement modeling, and System planning, while structuring personalized solutions to meet customer's specific needs 
 A proficient business analyst with innate strengths in the IT segment,retail segment, expertise in a manufacturing environment and in managing International Clients. 
 Analytical Thinking and learning and Innovation, Critical thinking and analysis, Complex problem solving, Leadership and social influence, Emotional intelligence, Reasoning, Problem-solving and ideation, System analysis and evaluation 
 Efficient team player having the capacity to work in a worldwide, distributed, and challenging environment. Extremely organized and detail-oriented, with the ability to work independently and take Technology Roadmap & Product Portfolio. 
 
 Onsite Work Exposure - Singapore",2
